exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconsitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,mass before sampling [g],mass after sampling [g],mass sampled [g],culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p25_Broth-1,OxicWtGlcDil0p25_Broth-1,OxicWtGlcDil0p25,140510,0,OxicWTEcoliGlcM9Dil0p25,Aqueous acidic acetonitrile filtration,MG1655,Broth,1,1.224,0.075,mL,0.75,mL,1.224,1,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,2.04,3.17E+12,0.918,,,2,1,3.17E+09,0.92,3.01,cells*L-1,g*L-1,mL,mg,mg,1,0.918,,140521_McCloskey2013,140521,Unknown,1,7,8,67
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p25_Broth-2,OxicWtGlcDil0p25_Broth-2,OxicWtGlcDil0p25,140510,0,OxicWTEcoliGlcM9Dil0p25,Aqueous acidic acetonitrile filtration,MG1655,Broth,2,1.224,0.075,mL,0.75,mL,1.224,2,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,2.04,3.17E+12,0.918,,,2,1,3.17E+09,0.92,3.01,cells*L-1,g*L-1,mL,mg,mg,1,0.918,,140521_McCloskey2013,140521,Unknown,2,7,8,68
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p25_Broth-3,OxicWtGlcDil0p25_Broth-3,OxicWtGlcDil0p25,140510,0,OxicWTEcoliGlcM9Dil0p25,Aqueous acidic acetonitrile filtration,MG1655,Broth,3,1.224,0.075,mL,0.75,mL,1.224,3,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,2.04,3.17E+12,0.918,,,2,1,3.17E+09,0.92,3.01,cells*L-1,g*L-1,mL,mg,mg,1,0.918,,140521_McCloskey2013,140521,Unknown,3,7,8,69
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p25_Filtrate-1,OxicWtGlcDil0p25_Filtrate-1,OxicWtGlcDil0p25,140510,0,OxicWTEcoliGlcM9Dil0p25,Aqueous acidic acetonitrile filtration,MG1655,Filtrate,1,1.224,0.075,mL,0.75,mL,1.224,1,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,2.04,3.17E+12,0.918,,,2,1,3.17E+09,0.92,3.01,cells*L-1,g*L-1,mL,mg,mg,1,0.918,,140521_McCloskey2013,140521,Unknown,4,7,8,70
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p33_Broth-1,OxicWtGlcDil0p33_Broth-1,OxicWtGlcDil0p33,140510,0,OxicWTEcoliGlcM9Dil0p33,Aqueous acidic acetonitrile filtration,MG1655,Broth,1,1.086,0.075,mL,0.75,mL,1.086,1,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,1.81,2.81E+12,0.8145,,,2,1,2.81E+09,0.81,2.67,cells*L-1,g*L-1,mL,mg,mg,1,0.8145,,140521_McCloskey2013,140521,Unknown,5,7,8,71
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p33_Broth-2,OxicWtGlcDil0p33_Broth-2,OxicWtGlcDil0p33,140510,0,OxicWTEcoliGlcM9Dil0p33,Aqueous acidic acetonitrile filtration,MG1655,Broth,2,1.086,0.075,mL,0.75,mL,1.086,2,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,1.81,2.81E+12,0.8145,,,2,1,2.81E+09,0.81,2.67,cells*L-1,g*L-1,mL,mg,mg,1,0.8145,,140521_McCloskey2013,140521,Unknown,6,7,8,72
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p33_Broth-3,OxicWtGlcDil0p33_Broth-3,OxicWtGlcDil0p33,140510,0,OxicWTEcoliGlcM9Dil0p33,Aqueous acidic acetonitrile filtration,MG1655,Broth,3,1.086,0.075,mL,0.75,mL,1.086,3,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,1.81,2.81E+12,0.8145,,,2,1,2.81E+09,0.81,2.67,cells*L-1,g*L-1,mL,mg,mg,1,0.8145,,140521_McCloskey2013,140521,Unknown,7,7,8,73
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p33_Filtrate-1,OxicWtGlcDil0p33_Filtrate-1,OxicWtGlcDil0p33,140510,0,OxicWTEcoliGlcM9Dil0p33,Aqueous acidic acetonitrile filtration,MG1655,Filtrate,1,1.086,0.075,mL,0.75,mL,1.086,1,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,1.81,2.81E+12,0.8145,,,2,1,2.81E+09,0.81,2.67,cells*L-1,g*L-1,mL,mg,mg,1,0.8145,,140521_McCloskey2013,140521,Unknown,8,7,8,74
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p46_Broth-1,OxicWtGlcDil0p46_Broth-1,OxicWtGlcDil0p46,140510,0,OxicWTEcoliGlcM9Dil0p46,Aqueous acidic acetonitrile filtration,MG1655,Broth,1,0.996,0.075,mL,0.75,mL,0.996,1,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,1.66,2.58E+12,0.747,,,2,1,2.58E+09,0.75,2.45,cells*L-1,g*L-1,mL,mg,mg,1,0.747,,140521_McCloskey2013,140521,Unknown,9,7,8,75
4,3,3,chemoNLim01,140510_0_OxicWTEcoliGlcM9Dil0p46_Broth-2,OxicWtGlcDil0p46_Broth-2,OxicWtGlcDil0p46,140510,0,OxicWTEcoliGlcM9Dil0p46,Aqueous acidic acetonitrile filtration,MG1655,Broth,2,0.996,0.075,mL,0.75,mL,0.996,2,FALSE,Batch,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,1.66,2.58E+12,0.747,,,2,1,2.58E+09,0.75,2.45,cells*L-1,g*L-1,mL,mg,mg,1,0.747,,140521_McCloskey2013,140521,Unknown,10,7,8,76
