exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,mass before sampling [g],mass after sampling [g],mass sampled [g],culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos
8,7,,ALEsKOs01,140401_0_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140401,4/1/2014 0:00,0,OxicEvo04EcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04,,,
8,7,,ALEsKOs01,140401_0_OxicEvo04pgiEcoliGlcM9_Broth-1,OxicEvo04pgiEcoliGlc_Broth-1,OxicEvo04pgiEcoliGlc,140401,4/1/2014 0:00,0,OxicEvo04pgiEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_pgi_kan,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04pgi,,,
8,7,,ALEsKOs01,140401_0_OxicEvo04gndEcoliGlcM9_Broth-1,OxicEvo04gndEcoliGlc_Broth-1,OxicEvo04gndEcoliGlc,140401,4/1/2014 0:00,0,OxicEvo04gndEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_gnd_kan,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04gnd,,,
8,7,,ALEsKOs01,140401_0_OxicEvo04tpiAEcoliGlcM9_Broth-1,OxicEvo04tpiAEcoliGlc_Broth-1,OxicEvo04tpiAEcoliGlc,140401,4/1/2014 0:00,0,OxicEvo04tpiAEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_tpiA_kan,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,1,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04tpiA,,,
8,7,,ALEsKOs01,140401_0_OxicEvo04ptsHIcrrEcoliGlcM9_Broth-1,OxicEvo04ptsHIcrrEcoliGlc_Broth-1,OxicEvo04ptsHIcrrEcoliGlc,140401,4/1/2014 0:00,0,OxicEvo04ptsHIcrrEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_ptsHIcrr_kan,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04ptsHIcrr,,,
8,7,,ALEsKOs01,140401_0_OxicEvo04sdhCadhBEcoliGlcM9_Broth-1,OxicEvo04sdhCadhBEcoliGlc_Broth-1,OxicEvo04sdhCadhBEcoliGlc,140401,4/1/2014 0:00,0,OxicEvo04sdhCadhBEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_sdhC-sdhB_kan,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04sdhCadhB,,,
8,7,,ALEsKOs01,140807_11_OxicEvo04Evo01EPEcoliGlcM9_Broth-1,OxicEvo04Evo01EPEcoliGlc_Broth-1,OxicEvo04Evo01EPEcoliGlc,140807,8/7/2014 0:00,11,OxicEvo04Evo01EPEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_Evo01_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glycerol M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04Evo01EP,,,
8,7,,ALEsKOs01,140807_11_OxicEvo04Evo02EPEcoliGlcM9_Broth-1,OxicEvo04Evo02EPEcoliGlc_Broth-1,OxicEvo04Evo02EPEcoliGlc,140807,8/7/2014 0:00,11,OxicEvo04Evo02EPEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04Evo02EP,,,
8,7,,ALEsKOs01,140807_11_OxicEvo04sdhCadhBEvo01EPEcoliGlcM9_Broth-1,OxicEvo04sdhCadhBEvo01EPEcoliGlc_Broth-1,OxicEvo04sdhCadhBEvo01EPEcoliGlc,140807,8/7/2014 0:00,11,OxicEvo04sdhCadhBEvo01EPEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_sdhC-sdhB_kan_Evo01_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,1,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04sdhCadhBEvo01EP,,,
8,7,,ALEsKOs01,140807_11_OxicEvo04sdhCadhBEvo02EPEcoliGlcM9_Broth-1,OxicEvo04sdhCadhBEvo02EPEcoliGlc_Broth-1,OxicEvo04sdhCadhBEvo02EPEcoliGlc,140807,8/7/2014 0:00,11,OxicEvo04sdhCadhBEvo02EPEcoliGlcM9,Nextera DNA sample prep kit,ALEWtEvo04_sdhC-sdhB_kan_Evo02_Endpoint,Broth,1,#DIV/0!,,mL,,mL,#DIV/0!,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,0.7,1.08621E+12,0.315,,,2,1,1.09E+09,0.32,1.03,cells*L-1,g*L-1,mL,mg,mg,1,0.315,,MiSeq,,Unknown,Evo04sdhCadhBEvo02EP,,,
