Index,Sample Index,Original Filename,Sample Name,Sample ID,Sample Comment,Sample Type,Acquisition Date & Time,Rack Number,Plate Number,Vial Number,Dilution Factor,Injection Volume,Operator Name,Acq. Method Name,IS,Component Name,Component Index,Component Comment,IS Comment,Mass Info,IS Mass Info,IS Name,Component Group Name,Conc. Units,Failed Query,IS Failed Query,Outlier Reasons,Peak Comment,IS Peak Comment,Actual Concentration,IS Actual Concentration,Concentration Ratio,Expected RT,IS Expected RT,Integration Type,IS Integration Type,Area,IS Area,Corrected Area,IS Corrected Area,Area Ratio,Height,IS Height,Corrected Height,IS Corrected Height,Height Ratio,Area / Height,IS Area / Height,Corrected Area/Height,IS Corrected Area/Height,Region Height,IS Region Height,Quality,IS Quality,Retention Time,IS Retention Time,Start Time,IS Start Time,End Time,IS End Time,Total Width,IS Total Width,Width at 50%,IS Width at 50%,Signal / Noise,IS Signal / Noise,Baseline Delta / Height,IS Baseline Delta / Height,Modified,Relative RT,Used,Calculated Concentration,Accuracy,Start Time at 5%,End Time at 5%,Width at 5%,Start Time at 10%,End Time at 10%,Width at 10%,Slope of Baseline,Tailing Factor,Asymmetry Factor,Ion Ratio,Expected Ion Ratio,Points Across Baseline,Points Across Half Height,Comment,Use_Calculated_Concentration
1,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m0-0,1,,N/A,179.1 / 59.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m0-0,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,22508.262,N/A,22508.262,N/A,N/A,4938.897614,N/A,4938.897614,N/A,N/A,4.557345334,N/A,4.557345334,N/A,4284,N/A,0.914766297,N/A,1.159123896,N/A,0.980183333,N/A,1.24845,N/A,0.268266667,N/A,0.128640592,N/A,6.440815033,N/A,0.153070596,N/A,FALSE,N/A,FALSE,<2 points,N/A,0.980183333,1.246482081,0.266298748,0.980183333,1.245416473,0.26523314,-2818.091451,0.686101205,0.366711474,1,N/A,26,18,,FALSE
2,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m1-0,2,,N/A,180.1 / 59.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m1-0,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,8393.382,N/A,8393.382,N/A,N/A,907.9370953,N/A,907.9370953,N/A,N/A,9.244453216,N/A,9.244453216,N/A,864,N/A,1,N/A,1.119799937,N/A,0.936983333,N/A,1.207233333,N/A,0.27025,N/A,0.178936165,N/A,4.348418286,N/A,0.39650324,N/A,FALSE,N/A,TRUE,<2 points,N/A,0.942900085,1.207214748,0.264314663,0.943643189,1.206636779,0.262993591,1332.099907,0.57124435,0.140441555,1,N/A,24,21,,FALSE
3,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m1-1,3,,N/A,180.1 / 60.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m1-1,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,1.11,N/A,Baseline,N/A,641.232,N/A,641.232,N/A,N/A,432,N/A,432,N/A,N/A,1.484333333,N/A,1.484333333,N/A,396,N/A,0.195975311,N/A,1.10829,N/A,1.075316667,N/A,1.124783333,N/A,0.049466667,N/A,0.037108333,N/A,4.259712075,N/A,0,N/A,TRUE,N/A,TRUE,<2 points,N/A,1.07614,1.124370833,0.048230833,1.076963333,1.123958333,0.046995,0,0.597014771,0.187642153,1,N/A,7,6,,FALSE
4,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m2-0,4,,N/A,181.1 / 59.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m2-0,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.79,N/A,Baseline,N/A,407440.26,N/A,407440.26,N/A,N/A,40701.58045,N/A,40701.58045,N/A,N/A,10.01042848,N/A,10.01042848,N/A,39960,N/A,1,N/A,1.117702135,N/A,0.945233333,N/A,1.190733333,N/A,0.2455,N/A,0.149058589,N/A,7.302161493,N/A,0.247656231,N/A,FALSE,N/A,FALSE,<2 points,N/A,0.950116656,1.190548882,0.240432226,0.951040128,1.189998077,0.238957949,41059.06314,0.578936224,0.15591327,1,N/A,21,18,,FALSE
5,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m2-1,5,,N/A,181.1 / 60.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m2-1,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,240.444,N/A,240.444,N/A,N/A,105.5622435,N/A,105.5622435,N/A,N/A,2.277746209,N/A,2.277746209,N/A,144,N/A,0.100651773,N/A,1.058816667,N/A,0.945233333,N/A,1.067066667,N/A,0.121833333,N/A,0.113219796,N/A,2.754138572,N/A,0.341031024,N/A,FALSE,N/A,TRUE,<2 points,N/A,1.030139738,1.06647726,0.036337522,1.03164905,1.066074071,0.034425021,-295.4856361,0.633567188,0.267134377,1,N/A,6,6,,FALSE
6,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m2-2,6,,N/A,181.1 / 61.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m2-2,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,293.832,N/A,293.832,N/A,N/A,204.0040431,N/A,204.0040431,N/A,N/A,1.440324395,N/A,1.440324395,N/A,216,N/A,1,N/A,1.169999916,N/A,1.149516667,N/A,1.198983333,N/A,0.049466667,N/A,0.021873881,N/A,3.847214366,N/A,0.176467091,N/A,FALSE,N/A,FALSE,<2 points,N/A,1.152059977,1.198983333,0.046923357,1.15322875,1.198983333,0.045754584,727.7628032,1.6830444,2.582623675,1,N/A,7,4,,FALSE
7,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m3-0,7,,N/A,182.1 / 59.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m3-0,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,6747.21,N/A,6747.21,N/A,N/A,1481.755274,N/A,1481.755274,N/A,N/A,4.553525212,N/A,4.553525212,N/A,1584,N/A,0,N/A,0.550876508,N/A,0.440166667,N/A,0.582366667,N/A,0.1422,N/A,0.074810643,N/A,4.694602748,N/A,0.09718204,N/A,FALSE,N/A,TRUE,<2 points,N/A,0.452081726,0.581903571,0.129821845,0.457087951,0.580842418,0.123754467,1012.658228,0.728913543,0.472471941,1,N/A,8,6,,FALSE
8,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m3-1,8,,N/A,182.1 / 60.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m3-1,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,5081.652,N/A,5081.652,N/A,N/A,1018.642265,N/A,1018.642265,N/A,N/A,4.988652223,N/A,4.988652223,N/A,1296,N/A,1,N/A,1.070063137,N/A,0.945233333,N/A,1.10005,N/A,0.154816667,N/A,0.139515815,N/A,3.620645315,N/A,0.282729286,N/A,FALSE,N/A,FALSE,<2 points,N/A,0.945233333,1.098334461,0.153101127,0.945233333,1.097556331,0.152322998,-1860.264829,0.628322,0.250257164,1,N/A,10,9,,FALSE
9,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m3-2,9,,N/A,182.1 / 61.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m3-2,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,71.28,N/A,71.28,N/A,N/A,108,N/A,108,N/A,N/A,0.66,N/A,0.66,N/A,108,N/A,0.183963579,N/A,1.223716667,N/A,1.215466667,N/A,1.240216667,N/A,0.02475,N/A,0.0103125,N/A,7.067878498,N/A,0,N/A,FALSE,N/A,TRUE,<2 points,N/A,1.215879167,1.238979167,0.0231,1.216291667,1.237741667,0.02145,0,1.473684211,1.888888889,1,N/A,4,3,,FALSE
10,1,140716_Isotopomer_ALEsKOs01_1000x.wiff (sample 2),140710_0_OxicEvo04Ecoli13CGlcM9_Filtrate-1-1000.0x,,,Unknown,7/19/2014 17:57,3,1,54,1,10,BOP5500QTRAP\Administrator,140719_McCloskey2013_13CFlux.dam,FALSE,Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m4-0,10,,N/A,183.1 / 59.0,N/A,(No IS),Hexose_Pool_fru_glc-D.Hexose_Pool_fru_glc-D_m4-0,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,0.94,N/A,Baseline,N/A,83331.252,N/A,83331.252,N/A,N/A,11512.03833,N/A,11512.03833,N/A,N/A,7.238618357,N/A,7.238618357,N/A,10836,N/A,0.779796403,N/A,1.219546606,N/A,1.141266667,N/A,1.363883333,N/A,0.222616667,N/A,0.156125977,N/A,6.746735817,N/A,0.07505187,N/A,FALSE,N/A,FALSE,<2 points,N/A,1.142204533,1.360699158,0.218494625,1.143259803,1.359366747,0.216106943,-3881.111028,7.020072991,13.89687601,1,N/A,28,21,,FALSE
