exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos,used_,growth_rate,growth_rate_r2,growth_rate_units,time_hrs,data_raw,data_corrected,met_id,data_units,data_reference
6,10,,ALEsKOs01,141211_41984.4368055556_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 10:29,41984.43681,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,7,#DIV/0!,,mL,,mL,#DIV/0!,7,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.056,86896551724,0.0252,1,8.69E+07,0.03,0.08,cells*L-1,g*L-1,mL,mg,mg,1,0.0252,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007626.48,0.014,0.056,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.4680555556_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 11:14,41984.46806,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,7,#DIV/0!,,mL,,mL,#DIV/0!,7,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.1,1.55172E+11,0.045,1,1.55E+08,0.05,0.15,cells*L-1,g*L-1,mL,mg,mg,1,0.045,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007627.23,0.025,0.1,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.5_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 12:00,41984.5,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,7,#DIV/0!,,mL,,mL,#DIV/0!,7,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.216,3.35172E+11,0.0972,1,3.35E+08,0.10,0.32,cells*L-1,g*L-1,mL,mg,mg,1,0.0972,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007628.00,0.054,0.216,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.5256944444_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 12:37,41984.52569,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,7,#DIV/0!,,mL,,mL,#DIV/0!,7,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.38,5.89655E+11,0.171,1,5.90E+08,0.17,0.56,cells*L-1,g*L-1,mL,mg,mg,1,0.171,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007628.62,0.095,0.38,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.5520833333_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 13:15,41984.55208,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,7,#DIV/0!,,mL,,mL,#DIV/0!,7,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.732,1.13586E+12,0.3294,1,1.14E+09,0.33,1.08,cells*L-1,g*L-1,mL,mg,mg,1,0.3294,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007629.25,0.183,0.732,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.5736111111_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-7,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 13:46,41984.57361,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,7,#DIV/0!,,mL,,mL,#DIV/0!,7,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,1.256,1.94897E+12,0.5652,1,1.95E+09,0.57,1.85,cells*L-1,g*L-1,mL,mg,mg,1,0.5652,,spectrophotometer,,Unknown,discarded,,,,TRUE,0.954609772,0.997896768,,1007629.77,0.314,1.256,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.4368055556_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 10:29,41984.43681,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,8,#DIV/0!,,mL,,mL,#DIV/0!,8,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.06,93103448276,0.027,1,9.31E+07,0.03,0.09,cells*L-1,g*L-1,mL,mg,mg,1,0.027,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007626.48,0.015,0.06,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.4680555556_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 11:14,41984.46806,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,8,#DIV/0!,,mL,,mL,#DIV/0!,8,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.112,1.73793E+11,0.0504,1,1.74E+08,0.05,0.17,cells*L-1,g*L-1,mL,mg,mg,1,0.0504,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007627.23,0.028,0.112,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.5_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 12:00,41984.5,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,8,#DIV/0!,,mL,,mL,#DIV/0!,8,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.216,3.35172E+11,0.0972,1,3.35E+08,0.10,0.32,cells*L-1,g*L-1,mL,mg,mg,1,0.0972,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007628.00,0.054,0.216,biomass,OD600,spectrophotometer
6,10,,ALEsKOs01,141211_41984.5256944444_OxicEvo04sdhCBEvo03EPEcoli13CGlcM9_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc_Broth-8,OxicEvo04sdhCBEvo03EPEcoli13CGlc,141211,12/11/2014 12:37,41984.52569,OxicEvo04sdhCBEvo03EPEcoli13CGlcM9,,ALEWtEvo04_sdhC-sdhB_kan_Evo03_Endpoint,Broth,8,#DIV/0!,,mL,,mL,#DIV/0!,8,FALSE,Batch,Aerobic E. coli; Grown and sampled from Tumble Stirrer at 37C,Glucose M9 minimal media,2g/L of 80/20 1-13C/U-13C Glucose M9 minimal media,TRUE,37,,0.408,6.33103E+11,0.1836,1,6.33E+08,0.18,0.60,cells*L-1,g*L-1,mL,mg,mg,1,0.1836,,spectrophotometer,,Unknown,discarded,,,,TRUE,,,,1007628.62,0.102,0.408,biomass,OD600,spectrophotometer
