exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,mass before sampling [g],mass after sampling [g],mass sampled [g],culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos
4,8,3,genomatica01,140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Broth-1,ControlFermentor_25uL_Broth-1,ControlFermentor_25uL,140820,7/15/2014 14:44,0,MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL,Aqueous acidic acetonitrile filtration,MG1655 Genomcatica Control Fermentor Strain,Broth,1,1.008,0.05,mL,0.5,mL,1.008,1,FALSE,Batch,MicroAerobic E. coli; Grown and sampled from a control fermentor at Genomatica at 37C,Glucose M9 minimal media,,TRUE,37,,44.8,6.95E+13,20.16,,,2,0.025,1.74E+09,0.5,1.65,cells*L-1,g*L-1,mL,mg,mg,1,0.504,Sample approximately 25 uL using 20 uL pippette tips,140718_McCloskey2013,140826,Unknown,CFB1,7,9,20
4,8,3,genomatica01,140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Broth-2,ControlFermentor_25uL_Broth-2,ControlFermentor_25uL,140820,7/15/2014 14:45,0,MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL,Aqueous acidic acetonitrile filtration,MG1655 Genomcatica Control Fermentor Strain,Broth,2,1.008,0.05,mL,0.5,mL,1.008,2,FALSE,Batch,MicroAerobic E. coli; Grown and sampled from a control fermentor at Genomatica at 37C,Glucose M9 minimal media,,TRUE,37,,44.8,6.95E+13,20.16,,,2,0.025,1.74E+09,0.5,1.65,cells*L-1,g*L-1,mL,mg,mg,1,0.504,Sample approximately 25 uL using 20 uL pippette tips,140718_McCloskey2013,140826,Unknown,CFB2,7,9,21
4,8,3,genomatica01,140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Broth-3,ControlFermentor_25uL_Broth-3,ControlFermentor_25uL,140820,7/15/2014 14:46,0,MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL,Aqueous acidic acetonitrile filtration,MG1655 Genomcatica Control Fermentor Strain,Broth,3,1.008,0.05,mL,0.5,mL,1.008,3,FALSE,Batch,MicroAerobic E. coli; Grown and sampled from a control fermentor at Genomatica at 37C,Glucose M9 minimal media,,TRUE,37,,44.8,6.95E+13,20.16,,,2,0.025,1.74E+09,0.5,1.65,cells*L-1,g*L-1,mL,mg,mg,1,0.504,Sample approximately 25 uL using 20 uL pippette tips,140718_McCloskey2013,140826,Unknown,CFB3,7,9,22
4,8,3,genomatica01,140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL_Filtrate-1,ControlFermentor_25uL_Filtrate-1,ControlFermentor_25uL,140820,7/15/2014 14:46,0,MicroAerobicControlFermentorGenomaticaEcoliGlcM9_25uL,Aqueous acidic acetonitrile filtration,MG1655 Genomcatica Control Fermentor Strain,Filtrate,1,1.008,0.05,mL,0.5,mL,1.008,1,FALSE,Batch,MicroAerobic E. coli; Grown and sampled from a control fermentor at Genomatica at 37C,Glucose M9 minimal media,,TRUE,37,,44.8,6.95E+13,20.16,,,2,0.025,1.74E+09,0.5,1.65,cells*L-1,g*L-1,mL,mg,mg,1,0.504,,140718_McCloskey2013,140826,Unknown,CFF1_25,7,9,23
4,8,3,genomatica01,140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-1,ControlFermentor_Broth-1,ControlFermentor,140820,7/15/2014 14:45,0,MicroAerobicControlFermentorGenomaticaEcoliGlcM9,Aqueous acidic acetonitrile filtration,MG1655 Genomcatica Control Fermentor Strain,Broth,1,2.016,0.05,mL,0.5,mL,2.016,1,FALSE,Batch,MicroAerobic E. coli; Grown and sampled from a control fermentor at Genomatica at 37C,Glucose M9 minimal media,,TRUE,37,,44.8,6.95E+13,20.16,,,2,0.05,3.48E+09,1.01,3.3,cells*L-1,g*L-1,mL,mg,mg,1,1.008,,140718_McCloskey2013,140826,Unknown,CFB4,7,9,24
4,8,3,genomatica01,140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Broth-2,ControlFermentor_Broth-2,ControlFermentor,140820,7/15/2014 14:46,0,MicroAerobicControlFermentorGenomaticaEcoliGlcM9,Aqueous acidic acetonitrile filtration,MG1655 Genomcatica Control Fermentor Strain,Broth,2,2.016,0.05,mL,0.5,mL,2.016,2,FALSE,Batch,MicroAerobic E. coli; Grown and sampled from a control fermentor at Genomatica at 37C,Glucose M9 minimal media,,TRUE,37,,44.8,6.95E+13,20.16,,,2,0.05,3.48E+09,1.01,3.3,cells*L-1,g*L-1,mL,mg,mg,1,1.008,,140718_McCloskey2013,140826,Unknown,CFB5,7,9,25
4,8,3,genomatica01,140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-1,ControlFermentor_Filtrate-1,ControlFermentor,140820,7/15/2014 14:46,0,MicroAerobicControlFermentorGenomaticaEcoliGlcM9,Aqueous acidic acetonitrile filtration,MG1655 Genomcatica Control Fermentor Strain,Filtrate,1,2.016,0.05,mL,0.5,mL,2.016,1,FALSE,Batch,MicroAerobic E. coli; Grown and sampled from a control fermentor at Genomatica at 37C,Glucose M9 minimal media,,TRUE,37,,44.8,6.95E+13,20.16,,,2,0.05,3.48E+09,1.01,3.3,cells*L-1,g*L-1,mL,mg,mg,1,1.008,,140718_McCloskey2013,140826,Unknown,CFF1,7,9,26
4,3,3,genomatica01,140820_0_QC_Broth-1,QC_Broth-1,QC,140820,7/15/2014 0:00,0,OxicWTEcoliGlcM9,Aqueous acidic acetonitrile filtration,MG1655,Broth,1,1.017,0.075,mL,0.75,mL,1.017,1,TRUE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,1.695,2.63E+12,0.76275,,,2,1,2.63E+09,0.76,2.5,cells*L-1,g*L-1,mL,mg,mg,1,0.76275,,140521_McCloskey2013,140826,QC,QC,7,,
4,3,3,genomatica01,140820_0_QC_Broth-2,QC_Broth-2,QC,140820,7/15/2014 0:00,0,OxicWTEcoliGlcM9,Aqueous acidic acetonitrile filtration,MG1655,Broth,2,1.017,0.075,mL,0.75,mL,1.017,1,TRUE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,1.695,2.63E+12,0.76275,,,2,1,2.63E+09,0.76,2.5,cells*L-1,g*L-1,mL,mg,mg,1,0.76275,,140521_McCloskey2013,140826,QC,QC,7,,
4,3,3,genomatica01,140820_0_QC_Broth-3,QC_Broth-3,QC,140820,7/15/2014 0:00,0,OxicWTEcoliGlcM9,Aqueous acidic acetonitrile filtration,MG1655,Broth,3,1.017,0.075,mL,0.75,mL,1.017,1,TRUE,Batch,Aerobic E. coli; Grown and sampled from shake flasks in a water bath at 37C,Glucose M9 minimal media,,TRUE,37,,1.695,2.63E+12,0.76275,,,2,1,2.63E+09,0.76,2.5,cells*L-1,g*L-1,mL,mg,mg,1,0.76275,,140521_McCloskey2013,140826,QC,QC,7,,
