Index,Sample Index,Original Filename,Sample Name,Sample ID,Sample Comment,Sample Type,Acquisition Date & Time,Rack Number,Plate Number,Vial Number,Dilution Factor,Injection Volume,Operator Name,Acq. Method Name,IS,Component Name,Component Index,Component Comment,IS Comment,Mass Info,IS Mass Info,IS Name,Component Group Name,Conc. Units,Failed Query,IS Failed Query,Outlier Reasons,Peak Comment,IS Peak Comment,Actual Concentration,IS Actual Concentration,Concentration Ratio,Expected RT,IS Expected RT,Integration Type,IS Integration Type,Area,IS Area,Corrected Area,IS Corrected Area,Area Ratio,Height,IS Height,Corrected Height,IS Corrected Height,Height Ratio,Area / Height,IS Area / Height,Corrected Area/Height,IS Corrected Area/Height,Region Height,IS Region Height,Quality,IS Quality,Retention Time,IS Retention Time,Start Time,IS Start Time,End Time,IS End Time,Total Width,IS Total Width,Width at 50%,IS Width at 50%,Signal / Noise,IS Signal / Noise,Baseline Delta / Height,IS Baseline Delta / Height,Modified,Relative RT,Used,Calculated Concentration,Accuracy,Start Time at 5%,End Time at 5%,Width at 5%,Start Time at 10%,End Time at 10%,Width at 10%,Slope of Baseline,Tailing Factor,Asymmetry Factor,Ion Ratio,Expected Ion Ratio,Points Across Baseline,Points Across Half Height,Comment,Use_Calculated_Concentration
227,1,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 1),140820_0_QC_Broth-1,,,Quality Control,9/5/2014 20:56,3,1,46,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_1.Light,227,,,346.0 / 134.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,349178.661,879235.6375,349178.661,879235.6375,0.397138885,37420.03992,95048,37420.03992,95048,0.393696237,9.331327859,9.250438068,9.331327859,9.250438068,37159,94953,0.974484762,0.95570843,11.47962839,11.48164778,11.34561667,11.35876667,11.83825,11.88376667,0.492633333,0.525,0.157753074,0.147316436,218.0064026,343.7119303,0.00256547,0,FALSE,0.99982412,TRUE,1.069650956,N/A,11.37378643,11.66519284,0.291406408,11.38557216,11.63743462,0.251862465,194.8711009,1.387030019,1.700614226,1,N/A,36,14,,TRUE
228,1,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 1),140820_0_QC_Broth-1,,,Quality Control,9/5/2014 20:56,3,1,46,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_2.Light,228,,,346.0 / 79.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,347862.5965,879235.6375,347862.5965,879235.6375,0.395642057,88046.98587,95048,88046.98587,95048,0.926342331,3.95087456,9.250438068,3.95087456,9.250438068,73459,94953,1,0.95570843,11.51474279,11.48164778,11.45103333,11.35876667,11.60668333,11.88376667,0.15565,0.525,0.081660658,0.147316436,8.312976644,343.7119303,1.363771841,0,FALSE,1.002882427,FALSE,<2 points,N/A,11.45103333,11.55739191,0.106358579,11.45103333,11.55513347,0.104100135,-771448.7633,0.759161876,0.486083291,2.352936717,N/A,12,7,,TRUE
557,2,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 9),140820_0_QC_Broth-2,,,Quality Control,9/6/2014 1:27,3,1,46,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_1.Light,227,,,346.0 / 134.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,342051.056,812605.81,342051.056,812605.81,0.420931098,39910.91269,95920,39910.91269,95920,0.416085412,8.570364167,8.471703607,8.570364167,8.471703607,39643,95621,0.96327302,0.95106506,11.47522731,11.47501901,11.35303333,11.34071667,11.87551667,11.87551667,0.522483333,0.5348,0.140701727,0.134774967,244.3506353,393.3540292,0.002405357,0.003982485,FALSE,1.000018153,TRUE,1.130745069,N/A,11.38223469,11.67593902,0.293704327,11.39172667,11.64191042,0.250183751,183.7379183,1.966366916,2.837762901,1,N/A,38,12,,TRUE
558,2,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 9),140820_0_QC_Broth-2,,,Quality Control,9/6/2014 1:27,3,1,46,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_2.Light,228,,,346.0 / 79.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,277572.168,812605.81,277572.168,812605.81,0.3415828,82650.00788,95920,82650.00788,95920,0.861655628,3.358404616,8.471703607,3.358404616,8.471703607,102882,95621,0,0.95106506,11.45701459,11.47501901,11.4164,11.34071667,11.51371667,11.87551667,0.097316667,0.5348,0.070594169,0.134774967,7.952101507,393.3540292,0.424174188,0.003982485,FALSE,0.998430991,FALSE,<2 points,N/A,11.42090806,11.51371667,0.092808606,11.42190278,11.51371667,0.091813889,360246.6176,1.288700338,1.622213414,2.070862386,N/A,8,7,,TRUE
887,3,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 19),140820_0_QC_Broth-3,,,Quality Control,9/6/2014 7:07,3,1,47,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_1.Light,227,,,346.0 / 134.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,354864.7215,750287.3395,354864.7215,750287.3395,0.472971757,39643,85498.78925,39643,85498.78925,0.463667385,8.951510267,8.775414788,8.951510267,8.775414788,39452,85209,0.953750739,0.941342438,11.47871412,11.47931035,11.33683333,11.33683333,11.83068333,11.86106667,0.49385,0.524233333,0.136439576,0.139974279,217.1880132,338.6808483,0,0.007824672,FALSE,0.999948061,TRUE,1.260583637,N/A,11.38157926,11.70051429,0.318935031,11.38822431,11.64081002,0.252585709,0,2.138473089,2.718559155,1,N/A,36,12,,TRUE
888,3,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 19),140820_0_QC_Broth-3,,,Quality Control,9/6/2014 7:07,3,1,47,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_2.Light,228,,,346.0 / 79.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,675792.2815,750287.3395,675792.2815,750287.3395,0.900711295,140007.0093,85498.78925,140007.0093,85498.78925,1.63753207,4.826846061,8.775414788,4.826846061,8.775414788,127623,85209,0,0.941342438,11.46501594,11.47931035,11.41571667,11.33683333,11.56916667,11.86106667,0.15345,0.524233333,0.058718899,0.139974279,9.63669895,338.6808483,0.335690336,0.007824672,FALSE,0.998754768,FALSE,<2 points,N/A,11.41571667,11.55898529,0.143268619,11.41631452,11.55727262,0.140958096,-306282.1766,1.771664697,2.53850642,3.531695617,N/A,12,6,,TRUE
1217,4,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 27),140820_0_QC_Broth-4,,,Quality Control,9/6/2014 11:38,3,1,47,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_1.Light,227,,,346.0 / 134.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,381279.1825,749465.29,381279.1825,749465.29,0.508734944,55050.80451,100737.7181,55050.80451,100737.7181,0.546476589,6.925951145,7.439768384,6.925951145,7.439768384,54832,100589,0.938660357,0.940367041,11.45608665,11.46304755,11.34793333,11.34793333,11.7974,11.76796667,0.449466667,0.420033333,0.095184303,0.115899416,324.9167352,345.9829813,0.005213366,0.001896013,FALSE,0.999392753,TRUE,1.486547964,N/A,11.38114549,11.64977162,0.268626132,11.38914614,11.62444617,0.235300024,638.5345595,1.825207154,2.587591143,1,N/A,33,8,,TRUE
1218,4,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 27),140820_0_QC_Broth-4,,,Quality Control,9/6/2014 11:38,3,1,47,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_2.Light,228,,,346.0 / 79.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,Accuracy,,,0,1,0,11.6,11.6,Baseline,Baseline,339376.3635,749465.29,339376.3635,749465.29,0.452824658,118423.0079,100737.7181,118423.0079,100737.7181,1.175557777,2.86579753,7.439768384,2.86579753,7.439768384,128387,100589,0,0.940367041,11.45137117,11.46304755,11.41303333,11.34793333,11.51225,11.76796667,0.099216667,0.420033333,0.047428015,0.115899416,8.009530723,345.9829813,0.123421962,0.001896013,FALSE,0.998981389,FALSE,<2 points,N/A,11.4156042,11.51225,0.096645795,11.416866,11.51035409,0.093488085,147313.9593,1.234959719,1.468832233,2.151158533,N/A,8,5,,TRUE
1547,5,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 3),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-1-10.0x,,,Unknown,9/5/2014 22:04,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_1.Light,227,,,346.0 / 134.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,,,,N/A,1,N/A,11.6,11.6,Baseline,Valley,10932.005,349303.5175,10932.005,349303.5175,0.031296579,2292,43512.45472,2292,43512.45472,0.052674574,4.769635689,8.027667474,4.769635689,8.027667474,2292,43369,0.533943571,0.963010002,11.53870888,11.54860564,11.4372,11.4372,11.6679,12.08221667,0.2307,0.645016667,0.046990594,0.072139065,28.43509524,343.1773436,0,0.006251905,FALSE,0.999143035,FALSE,0.139093397,N/A,11.44392,11.66425,0.22033,11.49511333,11.6606,0.165486667,0,1.039161741,2.018727958,1,N/A,21,6,,TRUE
1548,5,C:\Users\dmccloskey-sbrg\Analyst\Data\14082602\140826_genomatica01.wiff (sample 3),140820_0_MicroAerobicControlFermentorGenomaticaEcoliGlcM9_Filtrate-1-10.0x,,,Unknown,9/5/2014 22:04,3,1,7,1,10,BOP5500QTRAP\Administrator,140718_McCloskey2013.dam,FALSE,amp.amp_2.Light,228,,,346.0 / 79.0,356.0 / 139.0,amp.amp_1.Heavy,amp,uM,FALSE,FALSE,,,,N/A,1,N/A,11.6,11.6,N/A,Valley,N/A,349303.5175,N/A,349303.5175,N/A,N/A,43512.45472,N/A,43512.45472,N/A,N/A,8.027667474,N/A,8.027667474,0,43369,N/A,0.963010002,N/A,11.54860564,N/A,11.4372,N/A,12.08221667,N/A,0.645016667,N/A,0.072139065,N/A,343.1773436,N/A,0.006251905,FALSE,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,TRUE
