exp_type_id,experimentor_id,is_id,experiment_id,sample_id,sample_name_short,sample_name_abbreviation,date_label,sample_date,time_point,sample_condition,extraction_method_id,biological_material,sample_description,sample_replicate,sample concentration [g/l],is_added,is_added_units,reconstitution_volume,reconstitution_volume_units,calculated extracted biomass density,sample_replicate_biological,istechnical,growth_condition_short,growth_condition_long,media_short,media_long,isoxic,temperature,supplementation,od600,vcd,culture_density,mass before sampling [g],mass after sampling [g],mass sampled [g],culture_volume_sampled,cells,dcw,wcw,vcd_units,culture_density_units,culture_volume_sampled_units,dcw_units,wcw_units,final extracted sample concentration calculated [g/l],dilution volume calculated [ml],notes,acquisition_method_id,quantitation_method_id,sample_type,sample_label,ph,box,pos,used_
7,2,,ALEsKOs01,140715_1_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 11:43,1,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,1,0,,mL,1,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_1.1,,,,TRUE
7,2,,ALEsKOs01,140715_2_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 12:25,2,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,1,0,,mL,1,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_1.2,,,,TRUE
7,2,,ALEsKOs01,140715_3_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 13:08,3,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,1,0,,mL,1,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_1.3,,,,TRUE
7,2,,ALEsKOs01,140715_4_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 13:53,4,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,1,0,,mL,1,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_1.4,,,,TRUE
7,2,,ALEsKOs01,140715_5_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 14:14,5,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,1,0,,mL,1,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_1.5,,,,TRUE
7,2,,ALEsKOs01,140715_6_OxicEvo04EcoliGlcM9_Broth-1,OxicEvo04EcoliGlc_Broth-1,OxicEvo04EcoliGlc,140715,7/15/2014 14:44,6,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,1,0,,mL,1,mL,0,1,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_1.6,,,,TRUE
7,2,,ALEsKOs01,140715_1_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 11:44,1,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,2,0,,mL,1,mL,0,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_2.1,,,,TRUE
7,2,,ALEsKOs01,140715_2_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 12:26,2,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,2,0,,mL,1,mL,0,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_2.2,,,,TRUE
7,2,,ALEsKOs01,140715_3_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 13:09,3,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,2,0,,mL,1,mL,0,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_2.3,,,,TRUE
7,2,,ALEsKOs01,140715_4_OxicEvo04EcoliGlcM9_Broth-2,OxicEvo04EcoliGlc_Broth-2,OxicEvo04EcoliGlc,140715,7/15/2014 13:54,4,OxicEvo04EcoliGlcM9,Filtration,ALEWtEvo04,Broth,2,0,,mL,1,mL,0,2,FALSE,Batch,Aerobic E. coli; Grown and sampled from ALE1.1 at 37C,Glucose M9 minimal media,,TRUE,37,,,0,0,,,,1,0.00E+00,0,0,cells*L-1,g*L-1,mL,mg,mg,1,0,,,,Unknown,OxicEvo04EcoliGlc_2.4,,,,TRUE
