exp_type_id,id,metabolomics_sample_name,metabolomics_experimentor_id,extraction_method_id,acquisition_method_id,quantitation_method_id,metabolomics_is_id
4,rpomut01,131012_RpoMutQC-1-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_RpoMutQC-2-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicRpoBEcoliGlycM9_Filtrate-1-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicRpoBEcoliGlycM9_Broth-1-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicRpoBEcoliGlycM9_Broth-2-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicRpoBEcoliGlycM9_Broth-3-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicWTEcoliGlycM9_Filtrate-1-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicWTEcoliGlycM9_Broth-1-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicWTEcoliGlycM9_Broth-2-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,130726_0_OxicWTEcoliGlycM9_Broth-3-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_0_OxicRpoCEcoliGlcM9_Filtrate-1-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_0_OxicRpoCEcoliGlcM9_Broth-1-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_0_OxicRpoCEcoliGlcM9_Broth-2-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_0_OxicRpoCEcoliGlcM9_Broth-3-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_RpoMutQC-3-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_RpoMutQC-4-10x,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_RpoMutQC-1,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_RpoMutQC-2,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_RpoMutQC-3,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131012_RpoMutQC-4,3,Aqueous acidic acetonitrile filtration,131015_McCloskey2013,131015,3
4,rpomut01,131015_Blank-01,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level12,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level11,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level10,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level9,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level8,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level7,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level6,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level5,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level4,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level3,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level2,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM1_Level1,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level12,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level11,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level10,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level9,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level8,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level7,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level6,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level5,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level4,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level3,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level2,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM2_Level1,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level12,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level11,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level10,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level9,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level8,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level7,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level6,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level5,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level4,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level3,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level2,3,,131015_McCloskey2013,131015,3
4,rpomut01,131015_CM3_Level1,3,,131015_McCloskey2013,131015,3
